Timestamp,Source IP,Destination IP,Protocol,Destination Port
2026-09-19 20:33:10,8.8.4.4,10.166.133.86,UDP,52252
2026-09-19 20:33:10,8.8.4.4,10.166.133.86,UDP,52252
2026-09-19 20:33:10,8.8.4.4,10.166.133.86,UDP,52252
2026-09-19 20:33:10,8.8.4.4,10.166.133.86,UDP,52252
2026-09-19 20:33:10,8.8.4.4,10.166.133.86,UDP,52252
2026-09-19 20:33:10,172.64.155.209,10.166.133.86,TCP,53524
2026-09-19 20:33:10,172.64.155.209,10.166.133.86,TCP,53524
2026-09-19 20:33:10,172.64.155.209,10.166.133.86,TCP,53524
2026-09-19 20:33:10,172.64.155.209,10.166.133.86,TCP,53524
2026-09-19 20:33:10,8.8.4.4,10.166.133.86,UDP,52252
2026-09-19 20:33:10,8.8.4.4,10.166.133.86,UDP,52252
2026-09-19 20:33:10,8.8.4.4,10.166.133.86,UDP,52252
2026-09-19 20:33:10,10.166.133.86,8.8.4.4,UDP,443
2026-09-19 20:33:10,10.166.133.86,8.8.4.4,UDP,443
2026-09-19 20:33:10,172.64.155.209,10.166.133.86,TCP,53524
2026-09-19 20:33:10,172.64.155.209,10.166.133.86,TCP,53524
2026-09-19 20:33:10,172.64.155.209,10.166.133.86,TCP,53524
2026-09-19 20:33:10,10.166.133.86,8.8.4.4,UDP,443
2026-09-19 20:33:10,8.8.4.4,10.166.133.86,UDP,52252
2026-09-19 20:33:10,8.8.4.4,10.166.133.86,UDP,52252
2026-09-19 20:33:10,10.166.133.86,8.8.4.4,UDP,443
2026-09-19 20:33:10,8.8.4.4,10.166.133.86,UDP,52252
2026-09-19 20:33:10,10.166.133.86,8.8.4.4,UDP,443
2026-09-19 20:33:10,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 20:33:10,8.8.4.4,10.166.133.86,UDP,52252
2026-09-19 20:33:10,8.8.4.4,10.166.133.86,UDP,52252
2026-09-19 20:33:10,172.64.155.209,10.166.133.86,TCP,53524
2026-09-19 20:33:10,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 20:33:10,172.64.155.209,10.166.133.86,TCP,53524
2026-09-19 20:33:10,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 20:33:10,172.64.155.209,10.166.133.86,TCP,53524
2026-09-19 20:33:10,172.64.155.209,10.166.133.86,TCP,53524
2026-09-19 20:33:10,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 20:33:10,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 20:33:10,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 20:33:10,172.64.155.209,10.166.133.86,TCP,53524
2026-09-19 20:33:10,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:10,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:10,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:10,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:10,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:11,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:11,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:11,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:11,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:11,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:13,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:13,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:13,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:13,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:13,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:13,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:14,141.94.23.83,10.166.133.86,TCP,62365
2026-09-19 20:33:14,10.166.133.86,141.94.23.83,TCP,10343
2026-09-19 20:33:14,10.166.133.86,20.190.146.32,TCP,443
2026-09-19 20:33:14,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:14,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:14,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:14,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:14,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:33:14,10.166.133.86,104.18.32.47,TCP,443
2026-09-19 20:33:14,10.166.133.86,104.18.32.47,TCP,443
2026-09-19 20:33:14,10.166.133.86,104.18.32.47,TCP,443
2026-09-19 20:33:14,10.166.133.86,104.18.32.47,TCP,443
2026-09-19 20:33:14,10.166.133.86,104.18.32.47,TCP,443
2026-09-19 20:33:14,10.166.133.86,104.18.32.47,TCP,443
2026-09-19 20:33:14,10.166.133.86,104.18.32.47,TCP,443
2026-09-19 20:33:14,10.166.133.86,104.18.32.47,TCP,443
2026-09-19 20:33:14,10.166.133.86,104.18.32.47,TCP,443
2026-09-19 20:33:14,10.166.133.86,104.18.32.47,TCP,443
2026-09-19 20:33:14,10.166.133.86,104.18.32.47,TCP,443
2026-09-19 20:33:14,20.190.146.32,10.166.133.86,TCP,60856
2026-09-19 20:33:14,10.166.133.86,20.190.146.32,TCP,443
2026-09-19 20:33:14,104.18.32.47,10.166.133.86,TCP,62996
2026-09-19 20:33:14,104.18.32.47,10.166.133.86,TCP,62996
2026-09-19 20:33:14,104.18.32.47,10.166.133.86,TCP,62996
2026-09-19 20:33:14,104.18.32.47,10.166.133.86,TCP,62996
2026-09-19 20:33:14,104.18.32.47,10.166.133.86,TCP,62996
2026-09-19 20:33:14,104.18.32.47,10.166.133.86,TCP,62996
2026-09-19 20:33:14,104.18.32.47,10.166.133.86,TCP,62996
2026-09-19 20:33:14,104.18.32.47,10.166.133.86,TCP,62996
2026-09-19 20:33:14,104.18.32.47,10.166.133.86,TCP,62996
2026-09-19 20:33:14,104.18.32.47,10.166.133.86,TCP,62996
2026-09-19 20:33:14,10.166.133.86,104.18.32.47,TCP,443
2026-09-19 20:53:55,49.44.79.236,10.166.133.86,TCP,56202
2026-09-19 20:53:55,49.44.79.236,10.166.133.86,TCP,56203
2026-09-19 20:53:55,49.44.79.236,10.166.133.86,TCP,56205
2026-09-19 20:53:55,49.44.79.236,10.166.133.86,TCP,56204
2026-09-19 20:53:56,10.166.133.86,104.18.32.47,TCP,443
2026-09-19 20:53:56,104.18.32.47,10.166.133.86,TCP,59673
2026-09-19 20:53:57,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:53:57,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:53:57,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:53:57,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:53:57,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:53:57,49.44.79.236,10.166.133.86,TCP,56201
2026-09-19 20:53:58,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:53:58,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:53:58,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:53:58,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:53:58,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:53:58,49.44.79.236,10.166.133.86,TCP,56206
2026-09-19 20:53:58,10.166.133.86,35.190.80.1,TCP,443
2026-09-19 20:53:58,35.190.80.1,10.166.133.86,TCP,54540
2026-09-19 20:53:58,49.44.79.236,10.166.133.86,TCP,56207
2026-09-19 20:53:59,10.166.133.86,10.166.133.45,UDP,53
2026-09-19 20:53:59,10.166.133.86,10.166.133.45,UDP,53
2026-09-19 20:53:59,10.166.133.86,4.150.223.110,TCP,443
2026-09-19 20:53:59,10.166.133.86,4.150.223.110,TCP,443
2026-09-19 20:53:59,10.166.133.86,4.150.223.110,TCP,443
2026-09-19 20:53:59,10.166.133.86,4.150.223.110,TCP,443
2026-09-19 20:53:59,10.166.133.86,4.150.223.110,TCP,443
2026-09-19 20:53:59,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 20:53:59,10.166.133.45,10.166.133.86,UDP,52219
2026-09-19 20:53:59,172.64.155.209,10.166.133.86,TCP,56027
2026-09-19 20:53:59,10.166.133.45,10.166.133.86,UDP,59386
2026-09-19 20:53:59,4.150.223.110,10.166.133.86,TCP,49668
2026-09-19 20:53:59,4.150.223.110,10.166.133.86,TCP,49668
2026-09-19 20:53:59,4.150.223.110,10.166.133.86,TCP,49668
2026-09-19 20:53:59,4.150.223.110,10.166.133.86,TCP,49668
2026-09-19 20:54:00,10.166.133.86,4.150.223.110,TCP,443
2026-09-19 20:54:00,4.150.223.110,10.166.133.86,TCP,49668
2026-09-19 20:54:00,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:54:00,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:54:00,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:54:00,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:54:00,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:54:00,4.150.223.110,10.166.133.86,TCP,49668
2026-09-19 20:54:00,10.166.133.86,4.150.223.110,TCP,443
2026-09-19 20:54:00,4.150.223.110,10.166.133.86,TCP,49668
2026-09-19 20:54:01,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:54:01,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:54:01,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:54:01,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:54:01,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 20:54:01,172.64.148.235,10.166.133.86,TCP,62459
2026-09-19 20:54:01,10.166.133.86,172.64.148.235,TCP,443
2026-09-19 20:54:01,172.64.148.235,10.166.133.86,TCP,62459
2026-09-19 20:54:02,10.166.133.86,20.199.39.224,TCP,443
2026-09-19 20:54:02,20.199.39.224,10.166.133.86,TCP,59912
2026-09-19 20:54:03,49.44.79.236,10.166.133.86,TCP,56209
2026-09-19 20:54:03,49.44.79.236,10.166.133.86,TCP,56208
2026-09-19 20:54:03,141.94.23.83,10.166.133.86,TCP,62365
2026-09-19 20:54:03,10.166.133.86,141.94.23.83,TCP,10343
2026-09-19 20:54:03,49.44.79.236,10.166.133.86,TCP,56211
2026-09-19 20:54:03,49.44.79.236,10.166.133.86,TCP,56212
2026-09-19 20:54:03,49.44.79.236,10.166.133.86,TCP,56210
2026-09-19 22:59:59,49.44.79.236,10.166.133.86,TCP,64514
2026-09-19 22:59:59,49.44.79.236,10.166.133.86,TCP,64516
2026-09-19 22:59:59,49.44.79.236,10.166.133.86,TCP,64515
2026-09-19 22:59:59,49.44.79.236,10.166.133.86,TCP,64517
2026-09-19 22:59:59,49.44.79.236,10.166.133.86,TCP,64513
2026-09-19 22:59:59,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 22:59:59,172.64.155.209,10.166.133.86,TCP,56027
2026-09-19 23:00:00,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:00,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:00,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:00,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:00,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:00,172.64.148.235,10.166.133.86,TCP,50896
2026-09-19 23:00:00,10.166.133.86,172.64.148.235,TCP,443
2026-09-19 23:00:00,172.64.148.235,10.166.133.86,TCP,50896
2026-09-19 23:00:01,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:01,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:01,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:01,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:01,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:03,141.227.137.103,10.166.133.86,TCP,64192
2026-09-19 23:00:03,10.166.133.86,141.227.137.103,TCP,10343
2026-09-19 23:00:03,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:03,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:03,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:03,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:03,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:04,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:04,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:04,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:04,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:04,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:05,10.166.133.86,52.178.17.2,TCP,443
2026-09-19 23:00:05,52.178.17.2,10.166.133.86,TCP,62325
2026-09-19 23:00:06,10.166.133.86,49.44.175.200,TCP,443
2026-09-19 23:00:06,49.44.175.200,10.166.133.86,TCP,65029
2026-09-19 23:00:06,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:06,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:06,49.44.79.236,10.166.133.86,TCP,64522
2026-09-19 23:00:06,49.44.79.236,10.166.133.86,TCP,64520
2026-09-19 23:00:06,49.44.79.236,10.166.133.86,TCP,64518
2026-09-19 23:00:06,49.44.79.236,10.166.133.86,TCP,64519
2026-09-19 23:00:06,49.44.79.236,10.166.133.86,TCP,64521
2026-09-19 23:00:09,4.150.223.110,10.166.133.86,TCP,61069
2026-09-19 23:00:10,49.44.79.236,10.166.133.86,TCP,64526
2026-09-19 23:00:10,49.44.79.236,10.166.133.86,TCP,64524
2026-09-19 23:00:10,49.44.79.236,10.166.133.86,TCP,64527
2026-09-19 23:00:10,10.166.133.86,142.251.155.119,UDP,443
2026-09-19 23:00:10,10.166.133.86,142.251.155.119,UDP,443
2026-09-19 23:00:10,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:10,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:10,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:10,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:10,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:10,10.166.133.86,142.251.155.119,UDP,443
2026-09-19 23:00:10,142.251.155.119,10.166.133.86,UDP,59968
2026-09-19 23:00:10,142.251.155.119,10.166.133.86,UDP,59968
2026-09-19 23:00:11,10.166.133.86,142.251.155.119,UDP,443
2026-09-19 23:00:11,142.251.155.119,10.166.133.86,UDP,59968
2026-09-19 23:00:11,142.251.155.119,10.166.133.86,UDP,59968
2026-09-19 23:00:11,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:11,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:11,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:11,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:11,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:12,49.44.79.236,10.166.133.86,TCP,64523
2026-09-19 23:00:12,49.44.79.236,10.166.133.86,TCP,64525
2026-09-19 23:00:13,141.227.137.103,10.166.133.86,TCP,64192
2026-09-19 23:00:13,10.166.133.86,141.227.137.103,TCP,10343
2026-09-19 23:00:13,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:13,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:13,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:13,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:13,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:14,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 23:00:14,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 23:00:14,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 23:00:14,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 23:00:14,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 23:00:14,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 23:00:14,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 23:00:14,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 23:00:14,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 23:00:14,172.64.155.209,10.166.133.86,TCP,56027
2026-09-19 23:00:14,172.64.155.209,10.166.133.86,TCP,56027
2026-09-19 23:00:14,172.64.155.209,10.166.133.86,TCP,56027
2026-09-19 23:00:14,172.64.155.209,10.166.133.86,TCP,56027
2026-09-19 23:00:14,172.64.155.209,10.166.133.86,TCP,56027
2026-09-19 23:00:14,172.64.155.209,10.166.133.86,TCP,56027
2026-09-19 23:00:14,172.64.155.209,10.166.133.86,TCP,56027
2026-09-19 23:00:14,172.64.155.209,10.166.133.86,TCP,56027
2026-09-19 23:00:14,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 23:00:14,172.64.155.209,10.166.133.86,TCP,56027
2026-09-19 23:00:14,10.166.133.86,172.64.155.209,TCP,443
2026-09-19 23:00:14,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:14,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:14,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:14,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:14,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:15,10.166.133.86,52.175.140.176,TCP,443
2026-09-19 23:00:15,52.175.140.176,10.166.133.86,TCP,64478
2026-09-19 23:00:16,10.166.133.86,10.166.133.45,UDP,53
2026-09-19 23:00:16,10.166.133.86,10.166.133.45,UDP,53
2026-09-19 23:00:16,10.166.133.45,10.166.133.86,UDP,61402
2026-09-19 23:00:16,150.171.109.130,10.166.133.86,TCP,50529
2026-09-19 23:00:16,10.166.133.86,150.171.109.130,TCP,443
2026-09-19 23:00:16,10.166.133.86,150.171.109.130,TCP,443
2026-09-19 23:00:16,10.166.133.86,150.171.109.130,TCP,443
2026-09-19 23:00:16,150.171.109.130,10.166.133.86,TCP,50529
2026-09-19 23:00:16,150.171.109.130,10.166.133.86,TCP,50529
2026-09-19 23:00:16,150.171.109.130,10.166.133.86,TCP,50529
2026-09-19 23:00:16,150.171.109.130,10.166.133.86,TCP,50529
2026-09-19 23:00:16,10.166.133.86,150.171.109.130,TCP,443
2026-09-19 23:00:16,10.166.133.86,150.171.109.130,TCP,443
2026-09-19 23:00:16,10.166.133.86,150.171.109.130,TCP,443
2026-09-19 23:00:16,10.166.133.86,150.171.109.130,TCP,443
2026-09-19 23:00:16,150.171.109.130,10.166.133.86,TCP,50529
2026-09-19 23:00:16,150.171.109.130,10.166.133.86,TCP,50529
2026-09-19 23:00:16,150.171.109.130,10.166.133.86,TCP,50529
2026-09-19 23:00:16,150.171.109.130,10.166.133.86,TCP,50529
2026-09-19 23:00:16,10.166.133.86,150.171.109.130,TCP,443
2026-09-19 23:00:16,150.171.109.130,10.166.133.86,TCP,50529
2026-09-19 23:00:16,10.166.133.86,49.44.79.236,TCP,8081
2026-09-19 23:00:16,10.166.133.86,150.171.109.130,TCP,443
2026-09-19 23:00:16,150.171.109.130,10.166.133.86,TCP,50529
2026-09-19 23:00:16,49.44.79.236,10.166.133.86,TCP,64528
2026-09-19 23:00:16,49.44.79.236,10.166.133.86,TCP,64529
2026-09-19 23:00:16,49.44.79.236,10.166.133.86,TCP,64530
2026-09-19 23:00:16,49.44.79.236,10.166.133.86,TCP,64531
2026-09-19 23:00:16,49.44.79.236,10.166.133.86,TCP,64532
2026-09-19 23:00:17,10.166.133.86,10.166.133.45,UDP,53
2026-09-19 23:00:17,10.166.133.86,10.166.133.45,UDP,53
2026-09-19 23:00:17,10.166.133.45,10.166.133.86,UDP,53261
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,172.217.115.4,10.166.133.86,TCP,50530
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,172.217.115.4,10.166.133.86,TCP,50530
2026-09-19 23:00:17,172.217.115.4,10.166.133.86,TCP,50530
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,172.217.115.4,10.166.133.86,TCP,50530
2026-09-19 23:00:17,172.217.115.4,10.166.133.86,TCP,50530
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,172.217.115.4,10.166.133.86,TCP,50530
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
2026-09-19 23:00:17,172.217.115.4,10.166.133.86,TCP,50530
2026-09-19 23:00:17,172.217.115.4,10.166.133.86,TCP,50530
2026-09-19 23:00:17,172.217.115.4,10.166.133.86,TCP,50530
2026-09-19 23:00:17,172.217.115.4,10.166.133.86,TCP,50530
2026-09-19 23:00:17,172.217.115.4,10.166.133.86,TCP,50530
2026-09-19 23:00:17,172.217.115.4,10.166.133.86,TCP,50530
2026-09-19 23:00:17,172.217.115.4,10.166.133.86,TCP,50530
2026-09-19 23:00:17,172.217.115.4,10.166.133.86,TCP,50530
2026-09-19 23:00:17,172.217.115.4,10.166.133.86,TCP,50530
2026-09-19 23:00:17,172.217.115.4,10.166.133.86,TCP,50530
2026-09-19 23:00:17,10.166.133.86,172.217.115.4,TCP,443
